Process,Total project,Project using latest,Total Dockerfile,Dockerfile using latest,Number of changes pinned to latest,Number of changes latest to pinned,File not found or error,Repo not found
376879,1,0,1,0,0,0,0,0
376839,1,0,2,0,0,0,0,0
376896,1,0,1,0,0,0,0,0
376823,1,0,1,0,0,0,0,0
376868,1,0,2,0,0,0,0,0
376855,1,0,2,0,0,0,0,0
376824,1,0,1,0,0,0,0,0
376897,1,0,1,0,0,0,0,0
376743,1,0,1,0,0,0,0,0
376844,1,0,1,0,0,0,0,0
376816,1,1,1,1,0,0,0,0
376870,1,0,1,0,0,0,0,0
376821,1,1,1,1,0,0,0,0
376872,1,0,1,0,0,0,0,0
376907,1,0,1,0,0,0,0,0
376889,1,0,1,0,0,0,0,0
376851,1,0,1,0,0,0,0,0
376902,1,0,1,0,0,0,0,0
376788,1,0,2,0,0,0,0,0
376745,1,0,14,0,0,0,0,0
376753,0,0,0,0,0,0,0,0
376803,1,0,3,0,0,0,0,0
376835,1,0,1,0,0,0,0,0
376865,1,0,2,0,0,0,0,0
376832,1,0,1,0,0,0,0,0
376909,1,0,1,0,0,0,0,0
376876,1,0,1,0,0,0,0,0
376827,1,1,1,1,0,0,0,0
376899,1,0,0,0,0,0,0,0
376883,1,0,1,0,0,0,0,0
376939,0,0,0,0,0,0,0,1
376912,1,0,0,0,0,0,0,0
376818,1,1,1664,21,0,0,0,0
376914,1,0,1,0,0,0,0,0
376892,0,0,0,0,0,0,0,0
376944,0,0,0,0,0,0,0,1
376833,1,0,2,0,0,0,0,0
376790,1,1,11,2,0,0,0,0
376810,1,0,1,0,0,0,0,0
376829,1,0,11,0,0,0,0,0
376893,1,1,13,1,0,0,0,0
376930,1,0,0,0,0,0,0,0
376940,1,0,2,0,0,0,0,0
376813,1,1,3,1,0,0,0,0
376928,1,0,1,0,0,0,0,0
376927,1,0,1,0,0,0,0,0
376938,1,0,0,0,0,0,0,0
376920,1,1,2,2,0,0,0,0
376811,1,0,1,0,0,0,0,0
376904,1,1,1,1,0,0,0,0
376936,1,0,1,0,0,0,0,0
376890,1,1,1,1,0,0,0,0
376921,1,0,1,0,0,0,0,0
376960,0,0,0,0,0,0,0,1
376941,1,0,1,0,0,0,0,0
376918,1,0,1,0,0,0,0,0
376946,1,1,1,1,0,0,0,0
376755,1,0,1,0,0,0,0,0
376901,1,0,2,0,0,0,0,0
376937,1,1,10,9,0,0,0,0
376841,1,1,4,3,0,0,0,0
376756,1,1,1,1,0,0,0,0
376922,1,0,1,0,0,0,0,0
376730,1,1,2,2,0,0,0,0
376849,1,0,1,0,0,0,0,0
376926,1,0,1,0,0,0,0,0
376958,1,1,1,1,0,0,0,0
376768,1,1,4,3,1,0,0,0
376931,1,0,1,0,0,0,0,0
376740,1,1,5,1,0,0,0,0
376162,1,1,14,3,0,0,0,0
376758,1,0,1,0,0,0,0,0
376949,1,1,1,1,0,0,0,0
376985,0,0,0,0,0,0,0,1
376969,0,0,0,0,0,0,0,0
376819,1,0,1,0,0,0,0,0
376984,0,0,0,0,0,0,0,1
376968,1,0,3,0,0,0,0,0
376754,1,0,1,0,0,0,0,0
376954,1,1,1,1,1,0,0,0
376957,0,0,0,0,0,0,0,0
376916,1,0,1,0,0,0,0,0
376987,0,0,0,0,0,0,0,1
376795,1,1,4,2,0,0,0,0
376924,1,1,1,1,0,0,0,0
376934,1,0,1,0,0,0,0,0
376741,1,0,1,0,0,0,0,0
376919,1,1,3,2,0,0,0,0
376956,1,0,1,0,0,0,0,0
376952,1,1,2,1,0,0,0,0
376915,1,0,1,0,0,0,0,0
376825,1,0,1,0,0,0,0,0
376962,1,0,1,0,0,0,0,0
376970,1,0,1,0,0,0,0,0
376997,1,0,1,0,0,0,0,0
376993,1,0,1,0,0,0,0,0
376877,1,0,0,0,0,0,0,0
376988,1,0,0,0,0,0,0,0
376977,1,0,1,0,0,0,0,0
376859,1,0,4,0,0,0,0,0
376739,1,0,6,0,0,0,0,0
376951,0,0,0,0,0,0,0,0
377003,1,0,1,0,0,0,0,0
377015,0,0,0,0,0,0,0,1
376999,1,0,2,0,0,0,0,0
377016,0,0,0,0,0,0,0,1
376953,0,0,0,0,0,0,0,0
376760,1,1,2,1,1,1,0,0
376964,1,0,1,0,0,0,0,0
376894,1,1,3,1,0,0,0,0
376982,1,0,1,0,0,0,0,0
377021,0,0,0,0,0,0,0,1
376906,1,0,1,0,0,0,0,0
376885,1,0,1,0,0,0,0,0
376903,0,0,0,0,0,0,0,0
377011,1,0,1,0,0,0,0,0
376965,1,0,1,0,0,0,0,0
376874,1,1,1,1,0,0,0,0
376054,1,1,5,2,0,0,0,0
376959,1,0,1,0,0,0,0,0
376992,1,0,0,0,0,0,0,0
376910,1,0,0,0,0,0,0,0
376726,1,0,1,0,0,0,0,0
377014,0,0,0,0,0,0,0,0
376963,1,0,2,0,0,0,0,0
376976,1,1,24,1,0,0,0,0
377019,1,1,1,1,0,0,0,0
377029,1,1,1,1,0,0,0,0
376971,1,1,1,1,0,0,0,0
376973,1,0,0,0,0,0,0,0
376911,1,0,1,0,0,0,0,0
376908,1,1,5,2,0,0,0,0
377042,0,0,0,0,0,0,0,1
376935,1,1,1,1,0,0,0,0
377028,1,1,1,1,0,0,0,0
377001,1,0,0,0,0,0,0,0
376942,1,1,1,1,0,0,0,0
376998,1,1,1,1,0,0,0,0
376990,1,0,1,0,0,0,0,0
376777,1,0,5,0,0,0,0,0
377050,0,0,0,0,0,0,0,1
376831,1,1,69,2,0,0,0,0
376995,1,1,1,1,0,0,0,0
377027,1,0,1,0,0,0,0,0
377024,1,0,1,0,0,0,0,0
377045,1,1,2,1,0,0,0,0
377064,0,0,0,0,0,0,0,1
377055,0,0,0,0,0,0,0,1
377038,1,1,1,1,0,0,0,0
377058,1,1,3,1,0,0,0,0
376873,1,0,1,0,0,0,0,0
377010,1,0,0,0,0,0,0,0
377037,1,1,1,1,0,0,0,0
376961,1,0,1,0,0,0,0,0
377004,1,1,3,1,0,0,0,0
377008,1,1,5,4,0,0,0,0
377053,1,1,1,1,0,0,0,0
377066,1,1,1,1,0,0,0,0
377062,1,0,1,0,0,0,0,0
377072,0,0,0,0,0,0,0,0
377056,1,0,1,0,0,0,0,0
377079,1,0,0,0,0,0,0,0
376905,1,1,5,4,0,0,0,0
377033,1,0,0,0,0,0,0,0
376786,1,0,1,0,0,0,0,0
377052,1,0,1,0,0,0,0,0
377060,1,0,1,0,0,0,0,0
376979,1,1,1,1,1,0,0,0
377077,1,1,18,15,0,0,0,0
377075,1,0,1,0,0,0,0,0
377063,1,0,1,0,0,0,0,0
377070,1,0,1,0,0,0,0,0
376932,0,0,0,0,0,0,0,0
377084,1,0,1,0,0,0,0,0
376900,1,1,1,1,0,0,0,0
377057,1,1,1,1,0,0,0,0
377090,0,0,0,0,0,0,0,1
377074,0,0,0,0,0,0,0,0
377009,1,0,1,0,0,0,0,0
377068,1,1,1,1,0,0,0,0
376989,1,0,1,0,0,0,0,0
377002,0,0,0,0,0,0,0,0
377034,1,0,1,0,0,0,0,0
377000,1,0,1,0,0,0,0,0
377054,1,0,1,0,0,0,0,0
377039,1,0,1,0,1,1,0,0
377099,0,0,0,0,0,0,0,1
377025,1,1,1,1,0,0,0,0
376913,1,0,12,0,0,0,0,0
377078,1,0,1,0,0,0,0,0
377049,1,1,1,1,0,0,0,0
377006,1,0,1,0,0,0,0,0
377101,1,0,1,0,0,0,0,0
377091,1,0,8,0,0,0,0,0
377082,1,0,1,0,0,1,0,0
377085,1,0,1,0,0,0,0,0
377081,1,0,0,0,0,0,0,0
376744,1,0,1,0,0,0,0,0
377026,1,0,1,0,0,0,0,0
377043,1,0,1,0,0,0,0,0
376759,1,0,0,0,0,0,0,0
377023,1,0,7,0,0,0,0,0
377088,1,1,17,9,0,0,0,0
376991,1,0,8,0,0,0,0,0
376947,1,1,2,1,0,0,0,0
377073,1,0,1,0,0,0,0,0
377061,1,1,4,3,0,0,0,0
377087,1,1,1,1,0,0,0,0
377102,1,1,16,8,0,0,0,0
377030,1,0,1,0,0,0,0,0
377059,1,1,1,1,0,0,0,0
377047,1,0,1,0,0,0,0,0
377044,1,0,1,0,0,0,0,0
377100,1,0,1,0,0,0,0,0
376729,1,0,0,0,0,0,0,0
377071,1,0,1,0,0,0,0,0
377097,1,0,1,0,0,0,0,0
377095,1,0,1,0,0,0,0,0
377031,1,0,1,0,0,0,0,0
376966,1,0,1,0,0,0,0,0
377098,1,1,1,1,0,0,0,0
377089,1,0,0,0,0,0,0,0
377093,1,0,1,0,0,0,0,0
377103,1,0,1,0,0,0,0,0
377005,1,0,1,0,0,0,0,0
377035,1,1,4,2,0,0,0,0
376955,1,0,2,0,0,0,0,0
376728,1,0,0,0,0,0,0,0
376945,0,0,0,0,0,0,0,0
377017,1,1,11,11,0,1,0,0
376861,1,1,2,1,0,1,0,0
377094,1,1,5,5,0,0,0,0
377046,1,0,1,0,0,0,0,0
376747,1,0,0,0,0,0,0,0
376757,1,0,6,0,0,0,0,0
377020,1,0,0,0,0,0,0,0
377032,1,1,1,1,0,0,0,0
377096,1,0,3,0,0,0,0,0
376875,1,0,4,0,0,0,0,0
376981,1,0,1,0,0,0,0,0
376975,0,0,0,0,0,0,0,0
376891,0,0,0,0,0,0,0,0
376967,1,0,1,0,0,0,0,0
376925,1,0,7,0,0,0,0,0
376996,1,1,5,1,0,1,0,0
376847,1,1,4,1,0,0,0,0
377041,1,0,7,0,0,0,0,0
376980,1,0,1,0,0,0,0,0
376950,1,0,1,0,0,0,0,0
376884,1,0,5,0,1,1,0,0
375984,1,1,5,1,0,0,0,0
377069,1,1,15,6,1,1,0,0
377013,1,0,4,0,0,0,0,0
377007,1,0,1,0,0,0,0,0
377048,0,0,0,0,0,0,0,0
377080,1,0,0,0,0,0,0,0
377092,1,1,1,1,0,0,0,0
376948,1,1,3,1,0,0,0,0
376986,0,0,0,0,0,0,0,0
377067,1,0,1,0,0,0,0,0
376808,1,1,4,2,0,0,0,0
376792,1,1,3,1,0,0,0,0
376943,0,0,0,0,0,0,0,0
376752,1,0,1,0,0,0,0,0
376801,1,0,1,0,0,0,0,0
376805,1,1,16,14,0,0,0,0
377083,1,0,1,0,0,0,0,0
376866,1,1,3,3,0,0,0,0
377036,1,1,4,1,0,0,0,0
376978,1,0,1,0,0,0,0,0
376804,1,1,8,2,0,0,0,0
376858,1,1,13,9,0,1,0,0
377065,1,1,1,1,0,0,0,0
377018,1,1,16,14,0,0,0,0
374848,1,1,20,1,0,0,0,0
376842,1,1,9,3,0,0,0,0
376887,1,0,1,0,1,1,0,0
376275,1,0,6,0,0,0,0,0
376807,1,1,2,1,0,0,0,0
376983,1,0,5,0,0,0,0,0
377051,1,1,1,1,0,0,0,0
376852,1,1,1,1,0,0,0,0
376789,1,1,20,2,0,0,0,0
376917,1,1,10,1,0,0,0,0
377086,1,1,3,2,0,0,0,0
376727,1,1,43,16,0,0,0,0
376923,1,0,48,0,0,0,0,0
376929,1,1,8,1,0,0,0,0
376267,1,1,2,2,0,0,0,0
376972,1,0,27,0,0,0,0,0
377040,1,0,1,0,0,0,0,0
376888,1,0,0,0,0,0,0,0
376974,1,0,1,0,0,0,0,0
376232,1,1,9,2,0,0,0,0
377012,1,0,12,0,0,0,0,0
376764,1,1,25,7,0,0,0,0
376898,1,0,10,0,0,0,0,0
376256,1,1,64,45,0,0,0,0
376834,1,1,18,9,0,0,0,0
376748,1,0,2,0,0,0,0,0
376895,1,1,60,27,0,0,0,0
376133,1,1,75,12,0,0,0,0
376762,1,1,1,1,0,0,0,0
377022,1,0,1,0,1,1,0,0
376994,1,1,4,1,0,0,0,0
377076,1,0,1,0,0,0,0,0
368925,1,1,79,57,0,0,0,0
374876,1,1,15,7,0,0,0,0
367199,1,1,423,205,0,0,0,0
376933,1,1,133,4,1,0,0,0
369038,1,1,65,51,0,0,0,0
376016,1,1,25,16,0,0,0,0
372274,1,1,18,15,0,0,0,0
376217,1,1,243,31,1,0,0,0
377563,0,0,0,0,0,0,0,1
377504,0,0,0,0,0,0,0,1
377635,0,0,0,0,0,0,0,1
377500,0,0,0,0,0,0,0,1
377638,0,0,0,0,0,0,0,1
377493,0,0,0,0,0,0,0,1
377557,0,0,0,0,0,0,0,1
377611,0,0,0,0,0,0,0,1
377600,0,0,0,0,0,0,0,1
377641,0,0,0,0,0,0,0,1
377577,0,0,0,0,0,0,0,1
377651,0,0,0,0,0,0,0,1
377508,0,0,0,0,0,0,0,0
377636,1,0,1,0,0,0,0,0
377525,0,0,0,0,0,0,0,0
377617,1,0,3,0,0,0,0,0
377520,0,0,0,0,0,0,0,0
377559,1,1,4,1,0,0,0,0
377561,1,0,1,0,0,0,0,0
377523,1,0,1,0,0,0,0,0
377581,1,0,2,0,0,0,0,0
377552,1,0,0,0,0,0,0,0
377567,1,0,1,0,0,0,0,0
377576,0,0,0,0,0,0,0,0
377589,1,1,1,1,0,0,0,0
377654,0,0,0,0,0,0,0,1
377540,1,0,0,0,0,0,0,0
377560,1,1,1,1,0,0,0,0
377643,0,0,0,0,0,0,0,0
377616,1,1,1,1,0,0,0,0
377578,1,1,1,1,0,0,0,0
377640,1,0,1,0,0,0,0,0
377642,1,0,3,0,0,0,0,0
377597,1,0,0,0,0,0,0,0
377622,1,0,1,0,0,0,0,0
377595,0,0,0,0,0,0,0,0
377512,1,0,1,0,0,0,0,0
377580,1,0,1,0,0,0,0,0
377614,1,0,0,0,0,0,0,0
377666,1,0,2,0,0,0,0,0
377522,1,0,0,0,0,0,0,0
377526,0,0,0,0,0,0,0,0
377494,1,0,0,0,0,0,0,0
377517,1,0,1,0,0,0,0,0
377495,1,0,0,0,0,0,0,0
377572,0,0,0,0,0,0,0,0
377496,0,0,0,0,0,0,0,0
377590,0,0,0,0,0,0,0,0
377632,1,1,2,2,0,0,0,0
377565,1,1,1,1,0,0,0,0
377652,1,0,0,0,0,0,0,0
377506,1,0,0,0,0,0,0,0
377532,0,0,0,0,0,0,0,1
377620,1,1,1,1,0,0,0,0
377547,1,0,1,0,0,0,0,0
377505,1,0,1,0,0,0,0,0
377610,1,0,1,0,0,0,0,0
377596,1,0,1,0,0,0,0,0
377664,1,0,1,0,0,0,0,0
377510,0,0,0,0,0,0,0,0
377645,1,0,1,0,0,0,0,0
377586,1,1,1,1,0,0,0,0
377672,0,0,0,0,0,0,0,1
377482,0,0,0,0,0,0,0,1
377483,0,0,0,0,0,0,0,1
377584,1,1,1,1,0,0,0,0
377618,1,1,1,1,1,0,0,0
377653,1,1,2,1,0,0,0,0
377599,1,0,1,0,0,0,0,0
377639,1,1,1,1,0,0,0,0
377656,1,0,1,0,0,0,0,0
377613,1,1,1,1,0,0,0,0
377657,1,1,2,2,0,0,0,0
377647,1,0,1,0,0,0,0,0
377536,1,0,1,0,0,0,0,0
377575,1,0,1,0,0,0,0,0
377659,1,0,1,0,0,0,0,0
377513,1,0,1,0,0,0,0,0
377682,1,0,1,0,0,0,0,0
377529,1,1,1,1,0,0,0,0
377667,1,0,1,0,0,0,0,0
377498,0,0,0,0,0,0,0,0
377492,1,0,0,0,0,0,0,0
377678,1,1,1,1,0,0,0,0
377722,0,0,0,0,0,0,0,1
377601,1,1,2,1,0,0,0,0
377704,0,0,0,0,0,0,0,1
377533,1,0,0,0,0,0,0,0
377663,1,0,1,0,0,0,0,0
377665,0,0,0,0,0,0,0,0
377719,0,0,0,0,0,0,0,0
377648,1,0,0,0,0,0,0,0
377683,0,0,0,0,0,0,0,0
377628,1,0,2,0,0,0,0,0
377728,0,0,0,0,0,0,0,1
377594,1,1,3,1,0,0,0,0
377569,1,0,1,0,0,0,0,0
377691,1,0,1,0,0,0,0,0
377710,1,0,0,0,0,0,0,0
377558,1,0,1,0,0,0,0,0
377700,1,0,1,0,0,0,0,0
377731,0,0,0,0,0,0,0,1
377705,1,0,1,0,0,0,0,0
377582,1,0,1,0,0,0,0,0
377489,1,0,0,0,0,0,0,0
377696,1,0,0,0,0,0,0,0
377741,0,0,0,0,0,0,0,1
377669,1,1,3,3,0,0,0,0
377570,1,0,2,0,0,0,0,0
377714,1,1,1,1,0,0,0,0
377562,1,0,1,0,0,0,0,0
377573,1,1,4,3,0,0,0,0
377718,1,0,0,0,0,0,0,0
377703,0,0,0,0,0,0,0,0
377702,0,0,0,0,0,0,0,0
377528,1,0,1,0,0,0,0,0
377564,1,1,1,1,0,0,0,0
377724,1,0,1,0,0,0,0,0
377708,1,0,3,0,0,0,0,0
377730,1,0,0,0,0,0,0,0
377706,1,0,1,0,0,0,0,0
377631,1,0,1,0,0,0,0,0
377707,1,1,1,1,0,0,0,0
377739,1,0,1,0,0,0,0,0
377712,0,0,0,0,0,0,0,0
377670,1,0,1,0,0,0,0,0
377761,0,0,0,0,0,0,0,1
377698,0,0,0,0,0,0,0,0
377541,1,0,1,0,0,1,0,0
377543,0,0,0,0,0,0,0,0
377768,0,0,0,0,0,0,0,1
377723,1,0,1,0,0,0,0,0
377538,1,0,1,0,0,0,0,0
377763,0,0,0,0,0,0,0,1
377746,1,0,1,0,0,0,0,0
377751,1,1,1,1,0,0,0,0
377727,1,0,2,0,0,0,0,0
377486,1,0,1,0,0,0,0,0
377637,1,0,1,0,0,0,0,0
377524,1,0,2,0,0,0,0,0
377762,1,0,4,0,0,0,0,0
377681,1,0,1,0,0,0,0,0
377593,1,1,2,1,0,0,0,0
377767,0,0,0,0,0,0,0,0
377729,1,0,1,0,0,0,0,0
377769,1,0,1,0,0,0,0,0
377772,1,0,0,0,0,0,0,0
377736,1,0,1,0,0,0,0,0
377685,1,0,1,0,0,0,0,0
377764,0,0,0,0,0,0,0,0
377626,1,0,0,0,0,0,0,0
377519,1,1,1,1,1,0,0,0
377759,1,0,1,0,0,0,0,0
377530,1,0,1,0,0,0,0,0
377732,0,0,0,0,0,0,0,0
377709,1,0,2,0,0,0,0,0
377608,1,0,1,0,0,0,0,0
377776,1,0,1,0,0,0,0,0
377606,1,0,1,0,0,0,0,0
377545,1,1,1,1,0,0,0,0
377537,1,0,1,0,0,0,0,0
377754,1,1,5,1,0,0,0,0
377780,1,0,1,0,0,0,0,0
377649,1,0,1,0,0,0,0,0
377766,0,0,0,0,0,0,0,0
377808,0,0,0,0,0,0,0,1
377734,1,1,1,1,1,0,0,0
377785,1,0,1,0,0,0,0,0
377603,1,0,2,0,0,0,0,0
377740,1,0,0,0,0,0,0,0
377583,1,0,6,0,0,0,0,0
377777,0,0,0,0,0,0,0,0
377612,1,0,1,0,0,0,0,0
377487,1,1,1,1,0,0,0,0
377680,1,0,0,0,0,0,0,0
377549,1,0,1,0,0,0,0,0
377735,1,0,1,0,0,1,0,0
377821,0,0,0,0,0,0,0,1
377786,1,0,1,0,0,0,0,0
377747,1,0,0,0,0,0,0,0
377801,1,0,0,0,0,0,0,0
377674,1,0,1,0,0,0,0,0
377748,1,0,1,0,0,0,0,0
377812,0,0,0,0,0,0,0,1
377697,1,1,1,1,0,0,0,0
377721,1,0,0,0,0,0,0,0
377774,1,0,1,0,0,0,0,0
377829,0,0,0,0,0,0,0,1
377834,0,0,0,0,0,0,0,1
377502,1,1,8,4,0,0,0,0
377753,1,0,2,0,0,0,0,0
377684,1,0,1,0,0,0,0,0
377675,1,0,1,0,0,0,0,0
377790,1,1,1,1,0,0,0,0
377501,1,1,1,1,1,1,0,0
377811,0,0,0,0,0,0,0,0
377485,1,0,1,0,0,0,0,0
377690,1,0,1,0,0,1,0,0
377554,1,1,1,1,0,0,0,0
377661,1,0,2,0,0,0,0,0
377840,0,0,0,0,0,0,0,1
377841,0,0,0,0,0,0,0,1
377527,1,0,1,0,0,0,0,0
377744,1,0,1,0,0,0,0,0
377826,1,0,1,0,0,0,0,0
377818,1,0,1,0,0,0,0,0
377546,1,1,2,2,0,1,0,0
377488,1,0,1,0,0,0,0,0
377813,1,0,1,0,1,1,0,0
377804,1,1,1,1,0,0,0,0
377819,1,0,1,0,0,0,0,0
377781,1,0,2,0,0,0,0,0
377839,1,0,0,0,0,0,0,0
377809,1,0,1,0,0,0,0,0
377750,1,0,6,0,0,0,0,0
377824,1,0,0,0,0,0,0,0
377802,0,0,0,0,0,0,0,0
377833,0,0,0,0,0,0,0,0
377688,1,0,1,0,0,0,0,0
377832,0,0,0,0,0,0,0,0
377796,1,0,1,0,0,0,0,0
377782,1,1,1,1,0,0,0,0
377836,1,0,1,0,0,0,0,0
377743,1,1,1,1,0,0,0,0
377726,1,0,1,0,0,0,0,0
377757,1,0,1,0,0,0,0,0
377770,1,1,2,1,0,0,0,0
377805,1,0,1,0,0,0,0,0
377791,1,0,1,0,0,0,0,0
377820,1,0,0,0,0,0,0,0
377553,1,1,1,1,0,0,0,0
377838,1,0,0,0,0,0,0,0
377671,1,1,1,1,1,0,0,0
377602,1,1,1,1,0,0,0,0
377699,1,0,1,0,0,0,0,0
377771,1,0,1,0,0,0,0,0
377668,1,0,4,0,0,0,0,0
377843,1,1,1,1,0,0,0,0
377515,1,0,1,0,0,1,0,0
377806,1,1,7,1,0,0,0,0
377847,1,0,0,0,0,0,0,0
377851,1,0,1,0,0,0,0,0
377646,1,0,2,0,0,1,0,0
377848,1,1,2,1,0,0,0,0
377758,1,1,1,1,0,0,0,0
377854,1,0,2,0,0,0,0,0
377831,1,0,1,0,0,0,0,0
377857,0,0,0,0,0,0,0,0
377742,1,0,1,0,0,0,0,0
377852,0,0,0,0,0,0,0,0
377497,1,0,0,0,0,0,0,0
377795,1,1,1,1,0,0,0,0
377749,1,1,2,1,0,1,0,0
377845,1,0,1,0,0,0,0,0
377797,1,1,1,1,0,0,0,0
377859,1,0,1,0,0,0,0,0
377677,1,0,1,0,0,0,0,0
377830,1,1,2,2,0,0,0,0
377585,1,0,0,0,0,0,0,0
377531,1,0,1,0,0,0,0,0
377756,1,0,1,0,0,0,0,0
377798,1,0,0,0,0,0,0,0
377717,1,0,7,0,0,0,0,0
377858,1,0,1,0,0,0,0,0
377676,1,1,1,1,0,0,0,0
377844,1,0,1,0,0,0,0,0
377853,1,1,1,1,0,0,0,0
377823,1,1,2,1,0,0,0,0
377644,1,1,2,2,0,0,0,0
377624,1,1,6,1,0,0,0,0
377625,1,1,2,1,0,0,0,0
377701,1,0,1,0,0,0,0,0
377817,1,0,1,0,0,0,0,0
377800,1,0,1,0,0,0,0,0
377539,1,0,1,0,0,0,0,0
377789,1,1,1,1,0,0,0,0
377544,1,0,1,0,0,0,0,0
377598,1,1,12,1,0,0,0,0
377542,1,0,1,0,0,1,0,0
377850,1,0,1,0,0,0,0,0
377835,1,0,2,0,0,0,0,0
377827,1,0,2,0,0,0,0,0
377733,1,0,0,0,0,0,0,0
377803,1,1,1,1,0,0,0,0
377687,1,0,2,0,0,0,0,0
377822,1,0,1,0,0,0,0,0
377765,1,1,1,1,0,0,0,0
377695,1,1,1,1,0,0,0,0
377737,1,0,1,0,0,1,0,0
377815,1,0,1,0,0,0,0,0
377825,1,0,1,0,0,0,0,0
377662,1,0,1,0,0,0,0,0
377650,1,0,1,0,0,0,0,0
377534,1,1,2,1,0,0,0,0
377849,1,0,1,0,0,0,0,0
377591,1,1,10,8,0,0,0,0
377629,1,0,1,0,0,0,0,0
377837,1,0,0,0,0,0,0,0
377755,1,0,1,0,0,0,0,0
377856,0,0,0,0,0,0,0,0
377846,1,1,4,2,0,0,0,0
377713,1,0,1,0,0,0,0,0
377609,1,0,3,0,0,0,0,0
377490,1,0,3,0,0,1,0,0
377807,1,1,9,5,0,0,0,0
377660,1,0,2,0,0,0,0,0
377689,1,1,1,1,0,0,0,0
377634,1,1,6,2,0,0,0,0
377725,1,1,1,1,0,0,0,0
377842,1,1,7,1,0,0,0,0
377773,1,0,1,0,0,0,0,0
377686,1,0,8,0,0,0,0,0
377793,1,0,1,0,0,0,0,0
377814,1,0,1,0,0,0,0,0
377535,1,1,3,2,0,0,0,0
377715,1,0,1,0,0,0,0,0
377679,1,1,1,1,0,0,0,0
377816,1,1,1,1,0,0,0,0
377810,1,1,1,1,0,0,0,0
377511,1,1,8,4,0,0,0,0
377574,1,0,2,0,0,0,0,0
377509,1,1,43,2,0,0,0,0
377607,1,0,1,0,0,0,0,0
377503,1,0,1,0,0,0,0,0
377633,1,1,10,3,1,0,0,0
377551,1,1,4,4,0,0,0,0
377799,1,0,0,0,0,0,0,0
377588,1,1,4,1,0,0,0,0
377621,1,0,1,0,0,0,0,0
377587,1,0,5,0,0,0,0,0
377779,1,0,1,0,0,0,0,0
377855,1,1,3,1,1,0,0,0
377627,1,1,2,1,0,0,0,0
377658,1,0,1,0,0,0,0,0
377514,1,0,1,0,0,0,0,0
377792,1,0,1,0,0,0,0,0
377555,1,1,3,1,0,0,0,0
377568,1,1,5,4,0,0,0,0
377760,1,1,3,2,0,0,0,0
377516,1,1,5,1,0,0,0,0
377548,1,1,4,1,0,0,0,0
377518,1,0,1,0,0,0,0,0
377738,1,1,60,5,0,0,0,0
377720,1,1,2,1,0,0,0,0
377556,1,0,1,0,0,0,0,0
377491,1,1,4,1,0,0,0,0
377566,1,1,4,1,0,0,0,0
377787,1,0,3,0,0,0,0,0
377794,1,1,3,3,0,0,0,0
377778,1,1,54,9,0,0,0,0
377711,1,0,0,0,0,0,0,0
377571,1,1,6,5,0,0,0,0
377865,0,0,0,0,0,0,0,1
377619,1,0,1,0,0,0,0,0
377954,0,0,0,0,0,0,0,1
377889,0,0,0,0,0,0,0,1
377952,0,0,0,0,0,0,0,1
377921,0,0,0,0,0,0,0,1
377870,1,0,1,0,0,0,0,0
377933,0,0,0,0,0,0,0,1
377891,0,0,0,0,0,0,0,0
377940,0,0,0,0,0,0,0,1
377918,0,0,0,0,0,0,0,0
377923,0,0,0,0,0,0,0,1
377879,0,0,0,0,0,0,0,0
377895,1,0,1,0,0,0,0,0
377932,1,0,0,0,0,0,0,0
377979,0,0,0,0,0,0,0,1
377877,1,0,2,0,0,0,0,0
377788,1,0,3,0,0,0,0,0
377937,1,0,1,0,0,0,0,0
377898,1,0,1,0,1,1,0,0
377878,1,0,1,0,0,0,0,0
378002,0,0,0,0,0,0,0,1
377914,1,0,0,0,0,0,0,0
378004,0,0,0,0,0,0,0,1
377924,1,0,1,0,0,0,0,0
378000,1,0,1,0,0,0,0,0
377980,0,0,0,0,0,0,0,1
378017,0,0,0,0,0,0,0,1
377929,1,0,1,0,0,0,0,0
378006,1,0,1,0,0,0,0,0
377926,1,0,0,0,0,0,0,0
378022,0,0,0,0,0,0,0,1
377996,1,0,0,0,0,0,0,0
377928,1,0,1,0,0,0,0,0
377942,1,0,1,0,0,0,0,0
377956,1,0,1,0,0,0,0,0
377975,1,0,1,0,0,0,0,0
377904,0,0,0,0,0,0,0,1
377989,1,0,1,0,0,0,0,0
377873,1,0,1,0,0,0,0,0
377977,1,0,1,0,0,0,0,0
377916,1,1,1,1,1,0,0,0
377930,1,0,1,0,0,0,0,0
377922,1,1,1,1,0,0,0,0
377984,1,0,0,0,0,0,0,0
377927,1,0,0,0,0,0,0,0
378007,1,0,1,0,0,0,0,0
377991,1,0,1,0,0,0,0,0
377783,1,1,1,1,1,1,0,0
377871,1,0,1,0,0,0,0,0
378005,1,1,2,2,1,1,0,0
377915,1,0,2,0,0,0,0,0
377992,1,1,2,1,0,0,0,0
377988,1,1,3,1,0,0,0,0
377917,1,0,0,0,0,0,0,0
377951,0,0,0,0,0,0,0,0
378019,1,1,1,1,0,0,0,0
377999,1,0,1,0,0,0,0,0
378037,1,0,1,0,0,0,0,0
377997,1,0,1,0,0,0,0,0
377897,1,1,1,1,0,0,0,0
378003,1,1,1,1,0,0,0,0
378043,0,0,0,0,0,0,0,0
378023,0,0,0,0,0,0,0,0
378033,1,0,1,0,0,0,0,0
377959,0,0,0,0,0,0,0,0
378060,0,0,0,0,0,0,0,1
